Real_Duration,Status,sentiment,complexity,Comment_Body,Edge_type,Count_Comments,language[Comment_Body],Planned_Duration,emotionality,Count_Subtasks,keywords[Comment_Body],sentimentWords[Comment_Body],Uuid,Name,SourceUuid,TargetUuid,Starttime,Endtime
,open,0.46239927374947576,5.629685883682795,"Here is a video showing the issue. Hopefully its clear enough. I scaled it down since the original size is 4320x3840  https://youtu.be/AIeLA21EDUY  It works correctly on the right (primary) monitor, but when moved to the left one it still does the grid for the right monitor anyway.",COMMENT,6,en,,0.24057285230633027,,"{issue=1, size=1, left=1, grid=1, one=1, monitor=2, video=1, enough=1, primary=1}","{issue=0.6340904999443532, size=0.5581242326288457, left=0.03868074354088701, grid=0.03868074354088701, one=0.03868074354088701, monitor=0.03868074354088701, video=0.6340904999443532, enough=0.618701618883817, primary=0.03868074354088701}",aa084a9a-8f9f-4b77-9a1a-5e1d7b6a93ff,gTile@shuairan : keyboard support for multi monitor grid,5958984,5958984,2018-11-19T04:15:31.000+01:00,2019-12-08T19:50:12.000+01:00
,open,0.5539613533912912,6.578496213351125,"Ok, I was testing with mouse gestures, but can reproduce it with arrow keys.",COMMENT,6,en,,0.23897688292062907,,"{mouse=1, arrow=1, keys=1, gestures=1}","{mouse=0.5539613533912912, arrow=0.5539613533912912, keys=0.5539613533912912, gestures=0.5539613533912912}",9cac1db9-a134-4306-a2ee-407eb7eace4d,gTile@shuairan : keyboard support for multi monitor grid,6859057,5958984,2018-11-19T04:15:31.000+01:00,2019-12-08T19:50:12.000+01:00
,open,0.6274785913218766,7.449518779518417,Linux Mint 19 64bit Cinnamon 3.8.8 Extension version 2017-09-12 10:20 UTC  Verified that this is still an issue.  Extension currently has no author.,COMMENT,2,en,,0.28305680150550827,,"{mint=1, cinnamon=1, extension=2, issue=1, utc=1, author=1, linux=1, verified=1, 64bit=1, version=1}","{mint=0.8224953187750913, extension=0.6293821185162836, cinnamon=0.8224953187750913, issue=0.6293821185162836, utc=0.6293821185162836, author=0.43055833667425486, linux=0.8224953187750913, verified=0.6293821185162836, version=0.6293821185162836, 64bit=0.8224953187750913}",34949c66-3ec2-4d08-9fed-8aa53a8c4470,workspace-grid@daemonl not compatible with 3.6.7,4397312,17271565,2018-05-31T11:45:02.000+02:00,2019-12-08T19:50:12.000+01:00
,open,0.25005044766791945,5.449138633812966,"Instalei no Mint 19.1 Cinnamon e deu ruim..mas eu nem sei ao certo como isso funciona, queria experimentar, mas n&atilde;o consegui. #",COMMENT,2,pt,,0.39739048968452495,,"{cinnamon=1, instalei=1, consegui=1, certo=1, experimentar=1, atilde=1, mint=1, ruim=1, deu=1, sei=1, nem=1, isso=1, funciona=1, queria=1}","{cinnamon=1.0089533583885201E-4, instalei=1.0089533583885201E-4, consegui=1.0089533583885201E-4, certo=1.0089533583885201E-4, experimentar=1.0089533583885201E-4, atilde=1.0089533583885201E-4, mint=1.0089533583885201E-4, ruim=1.0089533583885201E-4, deu=1.0089533583885201E-4, sei=1.0089533583885201E-4, nem=1.0089533583885201E-4, isso=1.0089533583885201E-4, funciona=1.0089533583885201E-4, queria=1.0089533583885201E-4}",25bdbe19-a866-4f1e-b4a8-8709f93ba000,workspace-grid@daemonl not compatible with 3.6.7,25767509,17271565,2018-05-31T11:45:02.000+02:00,2019-12-08T19:50:12.000+01:00
,open,0.5638523298568048,5.024096772907531,Done.  Just to be sure: I really mean full CC0. Anyone trustworthy enough for the maintainers of the repo can change anything. Even license if convenient. Just don't be evil. Don't break it. Please.,COMMENT,8,en,,0.319461199595681,,"{cc0=1, maintainers=1, license=1, anyone=1, repo=1, done=1, anything=1}","{maintainers=0.9629813966234934, cc0=0.3855364755160349, license=0.8722019875369156, anyone=0.9629813966234934, repo=0.9629813966234934, done=0.9649693029974721, anything=0.9629813966234934}",ec765015-717e-4450-941d-b29a245c3460,Extensions licensing,9084941,10391266,2018-04-18T19:51:27.000+02:00,2019-12-08T19:50:12.000+01:00
,open,0.1374224511963934,5.421247973638716,"@rnbdsh you forgot to submit the pull request :sweat_smile:  But before you do so, you missed a comma in the json file that is in your branch.",COMMENT,8,en,,0.2550436324985721,,"{pull=1, request=1, comma=1, file=1, json=1, branch=1}","{pull=0.1374224511963934, request=0.1374224511963934, comma=0.1374224511963934, file=0.1374224511963934, json=0.1374224511963934, branch=0.1374224511963934}",acc090a2-03b4-4544-b341-3559dbbf20e4,Extensions licensing,10391266,10391266,2018-04-18T19:51:27.000+02:00,2019-12-08T19:50:12.000+01:00
,open,0.4020267019797325,6.686621299918439,fmete is the wrong GitHub user name. it's @fatihmete (https://github.com/linuxmint/cinnamon-spices-applets/issues/668#issuecomment-359905739) I guess we should change that.,COMMENT,8,en,,0.23832216231816697,,"{github=1, name=1, user=1, fmete=1}","{github=0.2543638937432241, name=0.2543638937432241, user=0.2543638937432241, fmete=0.2543638937432241}",22ada574-5c6c-45db-8c83-3fab086ae1ea,Extensions licensing,8415124,10391266,2018-04-18T19:51:27.000+02:00,2019-12-08T19:50:12.000+01:00
,open,0.8747400610017187,9.310392183876372,"Yare, Entelechy, AnishN, ori never responded  ConnerHansen donated: https://github.com/linuxmint/cinnamon-spices-applets/issues/668#issuecomment-330935967",COMMENT,8,en,,0.4099281564060585,,"{connerhansen=1, yare=1, ori=1, anishn=1, entelechy=1}","{connerhansen=0.8747400610017187, yare=0.8747400610017187, ori=0.8747400610017187, anishn=0.8747400610017187, entelechy=0.8747400610017187}",7f7156c0-cf56-41b6-afa5-178389d5e188,Extensions licensing,8415124,10391266,2018-04-18T19:51:27.000+02:00,2019-12-08T19:50:12.000+01:00
,open,0.11822258332089014,5.177422155893936,@germanfr do you want me to go ahead and add the GPL 2.0 to the remaining extensions that don't have a license currently set?,COMMENT,8,en,,0.2144369697252918,,"{license=1, gpl=1, extensions=1}","{license=0.11822258332089014, extensions=0.11822258332089014, gpl=0.11822258332089014}",42510738-1659-471b-95b3-f6691c2799b0,Extensions licensing,4397312,10391266,2018-04-18T19:51:27.000+02:00,2019-12-08T19:50:12.000+01:00
,open,0.49159709303675414,5.466565859218022,@icarter09 you can't do that. You can only add the respective license to those who have it but don't indicate it in the `info.json` file. Others have GitHub's license by default which does't say you can relicense anything.,COMMENT,8,en,,0.20115529530854567,,"{license=2, default=1, file=1, git=1, hub=1, others=1, anything=1}","{license=0.6942888966577261, default=0.3233366367072085, file=0.5, git=0.3233366367072085, hub=0.3233366367072085, others=0.3233366367072085, anything=0.3233366367072085}",10f801f5-1849-45d2-83a9-3e9c3cd5498e,Extensions licensing,10391266,10391266,2018-04-18T19:51:27.000+02:00,2019-12-08T19:50:12.000+01:00
,open,0.03620379636088206,5.162020268825394,@germanfr what would be the fix for this issue concerning the extensions that have no author/maintainer and have no license?,COMMENT,8,en,,0.20060164008636985,,"{author/maintainer=1, license=1, extensions=1, fix=1, issue=1}","{author/maintainer=0.03620379636088206, license=0.03620379636088206, extensions=0.03620379636088206, fix=0.03620379636088206, issue=0.03620379636088206}",5a680f69-f9a5-4c51-8c61-ef40251d4b13,Extensions licensing,4397312,10391266,2018-04-18T19:51:27.000+02:00,2019-12-08T19:50:12.000+01:00
,open,0.48206685681449873,6.455229679518815,"Many of the authors have [donated their xlets](https://github.com/linuxmint/cinnamon-spices-applets/issues/668), and from my understanding, that basically would pass the judgement on copyright maintenance, along with code maintenance to us. A lot of the code is ported from Cinnamon and Gnome Shell extensions, so I think a GPLv2 default makes sense. Take it as a case by case basis, sure, but GPLv2 is the bare minimum any of these should be licensed because Cinnamon is GPLv2. Cinnamon extensions are not linked libraries, they are run in the same context.",COMMENT,8,en,,0.22293626809531294,,"{judgement=1, copyright=1, cinnamon=3, code=2, libraries=1, sense=1, basis=1, lot=1, extensions=2, default=1, shell=1, context=1, understanding=1, xlets=1, maintenance=2, minimum=1, case=2, authors=1, gnome=1, gplv2=2}","{judgement=0.2503865365093079, cinnamon=0.46142968748899943, copyright=0.2503865365093079, code=0.2503865365093079, libraries=0.46142968748899943, sense=0.5293639209655818, basis=0.23827432627491174, lot=0.5293639209655818, default=0.5293639209655818, extensions=0.46142968748899943, shell=0.5293639209655818, context=0.46142968748899943, understanding=0.2503865365093079, xlets=0.9308798128336929, maintenance=0.2503865365093079, minimum=0.23827432627491174, case=0.23827432627491174, authors=0.9308798128336929, gplv2=0.23827432627491174, gnome=0.5293639209655818}",51db14b4-2f4b-4642-a12a-a5dd962abaa3,Extensions licensing,6859057,10391266,2018-04-18T19:51:27.000+02:00,2019-12-08T19:50:12.000+01:00
,open,0.06161391791681643,6.632017382611997,@brub2 does this issue only occur when there are two monitors involved?,COMMENT,3,en,,0.17287265616647457,,"{issue=1, monitors=1}","{issue=0.06161391791681643, monitors=0.06161391791681643}",6661e96d-8a46-4eda-9d83-aa894dc668cc,spice workspace-scroller: works on only one monitor in extended display mode,4397312,2837468,2018-02-12T23:53:19.000+01:00,2019-12-08T19:50:12.000+01:00
,open,0.30093529027354665,7.273691115327756,@brub2 Can't reproduce this. Please fill out the rest of the issue template.  ```  * Snippet or attachment of ~/.cinnamon/glass.log  * Snippet or attachment of ~/.xsession-errors ```  ``` **Steps to reproduce**    **Expected behaviour**    **Other information** ```,COMMENT,3,en,,0.24080458957275333,,"{template=1, snippet=1, rest=1, issue=1, attachment=2, information=1, can't=1}","{snippet=0.030048583996549937, rest=0.31250602504086855, attachment=0.030048583996549937, issue template=0.31250602504086855, information=0.030048583996549937, can't=0.3068583339764519}",c3c313f4-a804-49e0-a2b0-cea99af4c562,spice workspace-scroller: works on only one monitor in extended display mode,6859057,2837468,2018-02-12T23:53:19.000+01:00,2019-12-08T19:50:12.000+01:00
,open,0.6597306459695312,7.3187565072530525,"I can confirm this issue on two different machines. ``` $ cat .cinnamon/glass.log info t=2019-03-04T09:47:01.833Z Cinnamon.AppSystem.get_default() started in 263 ms info t=2019-03-04T09:47:02.025Z PlacesManager: Updating devices info t=2019-03-04T09:47:02.162Z loaded at Mon Mar 04 2019 10:47:02 GMT+0100 (CET) info t=2019-03-04T09:47:02.187Z Role locked: notifications info t=2019-03-04T09:47:02.197Z Loaded applet notifications@cinnamon.org in 28 ms info t=2019-03-04T09:47:02.262Z Loaded applet user@cinnamon.org in 64 ms info t=2019-03-04T09:47:02.301Z Loaded applet removable-drives@cinnamon.org in 36 ms info t=2019-03-04T09:47:02.342Z Loaded applet keyboard@cinnamon.org in 40 ms info t=2019-03-04T09:47:02.664Z Loaded applet network@cinnamon.org in 320 ms info t=2019-03-04T09:47:02.751Z Loaded applet sound@cinnamon.org in 86 ms info t=2019-03-04T09:47:02.779Z Loaded applet power@cinnamon.org in 26 ms info t=2019-03-04T09:47:02.859Z Loaded applet calendar@cinnamon.org in 79 ms info t=2019-03-04T09:47:02.892Z Loaded applet windows-quick-list@cinnamon.org in 31 ms info t=2019-03-04T09:47:02.909Z Role locked: panellauncher info t=2019-03-04T09:47:03.004Z Loaded applet windowlist@cobinja.de in 112 ms info t=2019-03-04T09:47:05.053Z Loaded applet menu@cinnamon.org in 2048 ms info t=2019-03-04T09:47:05.064Z Loaded applet systray@cinnamon.org in 9 ms info t=2019-03-04T09:47:05.085Z Loaded applet trash@cinnamon.org in 20 ms info t=2019-03-04T09:47:05.135Z Loaded applet workspace-switcher@cinnamon.org in 48 ms info t=2019-03-04T09:47:05.136Z AppletManager.init() started in 2973 ms info t=2019-03-04T09:47:05.139Z Cinnamon took 3624 ms to start info t=2019-03-04T09:47:06.808Z Adding systray: nxclient.bin (24x24px) info t=2019-03-04T09:47:06.810Z Hiding systray: network info t=2019-03-04T09:47:08.310Z Resized nxclient.bin with normalized size (32x32px) info t=2019-03-04T15:46:59.983Z PlacesManager: Updating devices info t=2019-03-04T15:47:20.828Z PlacesManager: Updating devices info t=2019-03-04T15:47:49.253Z PlacesManager: Updating devices info t=2019-03-04T15:48:36.200Z PlacesManager: Updating devices info t=2019-03-05T09:35:09.442Z Installing settings for workspace-scroller@ori info t=2019-03-05T09:35:09.443Z Settings successfully installed for workspace-scroller@ori info t=2019-03-05T09:35:09.469Z Loaded extension workspace-scroller@ori in 35 ms ``` No error log. **Expected behaviour**: Working on all screens. **Actual behaviour**: Only working on the left most screen, even if this is not the primary screen. Seems other screens get ignored completely.",COMMENT,3,en,,0.3448063312409899,,"{cinnamon=1, extension=1, role=2, nxclient.bin=2, log=1, network@cinnamon=1, t=2019-03-04t09:47:06.808z=1, windows-quick-list@cinnamon=1, screen=2, systray@cinnamon=1, workspace-switcher@cinnamon=1, error=1, mon=1, t=2019-03-04t09:47:05.053z=1, network=1, windowlist@cobinja.de=1, hiding=1, cet=1, screens=2, cat=1, calendar@cinnamon=1, working=1, workspace-scroller@ori=3, info=21, mar=1, settings=2, placesmanager=5, issue=1, notifications@cinnamon=1, sound@cinnamon=1, devices=5, power@cinnamon=1, user@cinnamon=1, trash@cinnamon=1, systray=2, size=1, keyboard@cinnamon=1, menu@cinnamon=1, panellauncher=1, machines=1, notifications=1, applet=14}","{nxclient.bin=0.5, windows-quick-list@cinnamon=0.7426467269680743, screen=0.0021195382774060003, systray@cinnamon=0.7308127553539824, t=2019-03-04t09:47:05.053z=0.7868472665434684, mon=0.6496475554298625, hiding=0.6393124443677911, info=0.7308127553539824, settings=0.9951423019997698, placesmanager=0.9090702055163744, issue=0.17656190124774623, devices=0.9090702055163744, user@cinnamon=0.7308127553539824, size=0.8497503226648596, keyboard@cinnamon=0.7308127553539824, menu@cinnamon=0.7308127553539824, notifications=0.6566342422549099, applet=0.7308127553539824, cinnamon=0.8896232871569323, extension=0.05512997674550314, role=0.8144629860153919, log=0.05512997674550314, network@cinnamon=0.7308127553539824, t=2019-03-04t09:47:06.808z=0.8896232871569323, error=0.05512997674550314, workspace-switcher@cinnamon=0.8617673952368048, network=0.6393124443677911, windowlist@cobinja.de=0.7868472665434684, cet=0.6496475554298625, screens=0.01562148391139562, cat=0.8484834919427295, calendar@cinnamon=0.7308127553539824, working=0.17456878306450813, workspace-scroller@ori=0.9951423019997698, mar=0.6496475554298625, notifications@cinnamon=0.7308127553539824, sound@cinnamon=0.7308127553539824, power@cinnamon=0.7308127553539824, trash@cinnamon=0.7308127553539824, systray=0.6393124443677911, panellauncher=0.8144629860153919, machines=0.17656190124774623}",3c080404-6ee8-455d-bbd3-1c253eff4b94,spice workspace-scroller: works on only one monitor in extended display mode,6665146,2837468,2018-02-12T23:53:19.000+01:00,2019-12-08T19:50:12.000+01:00
,open,0.24951608707232437,5.33277497586125,"@Janne-d-Arc can you list the steps to reproduce this issue? I'm pretty sure what they are, but don't want to assume anything.",COMMENT,2,en,,0.2234491824032783,,"{issue=1, steps=1, anything=1}","{issue=0.3547197255445523, steps=0.3547197255445523, anything=0.14431244860009645}",b9ddf8c9-34c6-4663-a2a7-637912a8fd86,smart-panel@mohammad-sn: Doesn't work with a second panel,4397312,13596575,2018-01-13T03:19:00.000+01:00,2019-12-08T19:50:12.000+01:00
,open,0.6777326652603242,6.331177212008564,"Hello, I just install &quot;smart-panel&quot; and settings like &quot;Action on panel double click&quot; works fine on it, then I add one or more panels and these settings do not work on them anymore, only on the first one.",COMMENT,2,en,,0.2419796438284846,,"{settings=2, panels=1, click&quot=1, panel=1}","{settings=0.6777326652603242, panels=0.6777326652603242, click&quot=0.6777326652603242, panel=0.6777326652603242}",2a81f54e-0ba8-4552-9b84-6509c1174fea,smart-panel@mohammad-sn: Doesn't work with a second panel,13596575,13596575,2018-01-13T03:19:00.000+01:00,2019-12-08T19:50:12.000+01:00
,open,0.2149428180068752,4.8966461055139625,"Yes indeed, I have seen this and don't know how to fix it. I have switched myself to Plank instead, but I'm not overly happy with it.",COMMENT,2,en,,0.2564491151145102,,{plank=1},{plank=0.23499920895816348},25f6ef4c-1dac-4d25-861a-a74926534d24,CinnaDockP2@norbusan: does not work,1735589,8415124,2017-10-10T16:09:37.000+02:00,2019-12-08T19:50:12.000+01:00
,open,0.18100660480279235,6.246898369654134,@NikoKrause what's the preferred fix/replacement for BoxPointers?,COMMENT,2,en,,0.24319950371187357,,"{boxpointers=1, fix/replacement=1}","{boxpointers=0.18100660480279235, fix/replacement=0.18100660480279235}",84b63024-5677-4c96-90a1-f2eefc6e99b0,CinnaDockP2@norbusan: does not work,4397312,8415124,2017-10-10T16:09:37.000+02:00,2019-12-08T19:50:12.000+01:00
,open,0.6274114649263933,5.122337546256429,"@RaitaroH Requests are fine. In the future, it will be helpful to include the extension you're making the request for in the issue title, and if you know the author's github name, include it in the description. That way your issue doesn't get lost in the crowd.  @AnishN if you are still interested in developing this extension could you please respond to this request?",COMMENT,2,en,,0.2372365891376261,,"{request=2, extension=2, github=1, issue=2, crowd=1, future=1, author=1, name=1, description=1, requests=1, title=1, way=1}","{request=0.5210919256530817, extension=0.5210919256530817, github=0.9979553618803677, issue=0.9979553618803677, crowd=0.047611346979369, future=0.9979553618803677, author=0.9979553618803677, name=0.9979553618803677, description=0.9979553618803677, requests=0.9429872251927549, title=0.9979553618803677, way=0.047611346979369}",1eaddd24-f681-46ea-b523-51bc30d8dcf3,[Request] Can we ask for requests here? Also a bug. (opacify@anish.org),4095021,19552720,2017-01-24T17:03:43.000+01:00,2019-12-08T19:50:12.000+01:00
,open,0.8808504408615488,5.355950195609793,Thank you for the quick response. I will know next time I post.  Hope the extensions and other stuff that was kept on the new spices website to be fixed and have a better overall experience with Cinnamon.   Thank you Linux Mint Team!,COMMENT,2,en,,0.26314974370039373,,"{mint=1, extensions=1, website=1, cinnamon=1, post=1, response=1, linux=1, time=1, team=1, experience=1, spices=1, stuff=1}","{mint=0.9707426563532903, extensions=0.919714320891092, cinnamon=0.919714320891092, website=0.919714320891092, post=0.6742130244708225, response=0.9587317617309906, linux=0.9707426563532903, team=0.9707426563532903, experience=0.919714320891092, spices=0.919714320891092, next time=0.6742130244708225, stuff=0.919714320891092}",96bf314e-d94d-4790-9313-8f0b240941dc,[Request] Can we ask for requests here? Also a bug. (opacify@anish.org),19552720,19552720,2017-01-24T17:03:43.000+01:00,2019-12-08T19:50:12.000+01:00
,closed,0.6997174084688449,7.242095946724237,"Please, submit translations in separate commits for `watermark@germanfr` [here](https://github.com/germanfr/watermark-cinnamon), and for `transparent-panels@germanfr` [here](https://github.com/germanfr/cinnamon-transparent-panels). This repository is just one of the distribution channels. Thanks!",COMMENT,3,en,,0.3187573458558611,,"{thanks=1, channels=1, translations=1, commits=1, repository=1, distribution=1}","{thanks=0.8489771164221412, channels=0.2652332933010917, translations=0.6849803526804876, commits=0.6849803526804876, repository=0.2652332933010917, distribution=0.2652332933010917}",884e34e9-ffeb-4964-8a2d-11689db87f84,Added Italian translation to all extensions,10391266,1354519,2019-10-21T21:28:55.000+02:00,2019-10-27T19:58:10.000+01:00
,closed,0.7027147270255278,7.149989461988868,"&gt;  &gt;  &gt; Please, submit translations in separate commits for `watermark@germanfr` [here](https://github.com/germanfr/watermark-cinnamon), and for `transparent-panels@germanfr` [here](https://github.com/germanfr/cinnamon-transparent-panels). This repository is just one of the distribution channels. Thanks!  I opened 2 pull requests on the repos :)",COMMENT,3,en,,0.2947481315272878,,"{thanks=1, pull=1, channels=1, translations=1, repos=1, commits=1, requests=1, repository=1, distribution=1}","{thanks=0.8489771164221412, pull=0.542285205099752, channels=0.2652332933010917, translations=0.8573991488329952, repos=0.542285205099752, commits=0.8573991488329952, requests=0.542285205099752, repository=0.2652332933010917, distribution=0.2652332933010917}",86cbfbf8-a56f-464e-ab69-80b3f3124379,Added Italian translation to all extensions,1354519,1354519,2019-10-21T21:28:55.000+02:00,2019-10-27T19:58:10.000+01:00
,closed,0.8489771164221412,3.61496842992462,@Dragone2 thanks!,COMMENT,3,en,,0.6979542328442825,,{thanks=1},{thanks=0.8489771164221412},0294a092-7ea6-449e-93e4-d290cf399431,Added Italian translation to all extensions,10391266,1354519,2019-10-21T21:28:55.000+02:00,2019-10-27T19:58:10.000+01:00
,closed,0.798213915862776,6.646196774290072,"Hi @claudiux, thanks for your corrections.  Please, would you mind creating this pr in [the extension repository](https://github.com/germanfr/cinnamon-transparent-panels). This is just a distribution channel.",COMMENT,7,en,,0.3067080546576306,,"{thanks=1, extension=1, corrections=1, channel=1, repository=1, distribution=1}","{thanks=0.9596857686583213, just distribution channel=0.43729407099332573, extension=0.9976619079366811, corrections=0.9596857686583213, repository=0.9976619079366811}",831ffd0e-7c14-4e49-bebf-94f581cd61dc,[watermark@germanfr] Updated fr.po - French translation,10391266,33965039,2019-10-15T09:27:50.000+02:00,2019-10-19T19:05:08.000+02:00
,closed,0.8011268663363429,6.154123926278949,"Hi @germanfr, I just made the PR you requested, but in https://github.com/germanfr/watermark-cinnamon. Is this correct?",COMMENT,7,en,,0.24199905319867457,,{},{},d1f02625-7fcb-4dc9-a888-77b5d762c775,[watermark@germanfr] Updated fr.po - French translation,33965039,33965039,2019-10-15T09:27:50.000+02:00,2019-10-19T19:05:08.000+02:00
,closed,0.7555764072327917,4.793546224496807,"Yes, thank you. I will push a new release here when I get home.",COMMENT,7,en,,0.3293934046469805,,"{release=1, home=1}","{release=0.5574338461248909, home=0.5574338461248909}",60ff7976-5fbe-43e0-a91a-bddbf09eab41,[watermark@germanfr] Updated fr.po - French translation,10391266,33965039,2019-10-15T09:27:50.000+02:00,2019-10-19T19:05:08.000+02:00
,closed,0.39220623791598824,5.838195010591184,@germanfr Should I close this PR?,COMMENT,7,en,,0.1144883019652275,,{},{},24b00988-db3a-4ed9-9934-3951aabf2ce1,[watermark@germanfr] Updated fr.po - French translation,33965039,33965039,2019-10-15T09:27:50.000+02:00,2019-10-19T19:05:08.000+02:00
,closed,0.2935082200143143,5.479975491025465,"It doesn't matter if it is merged. Anyways, I will submit a PR tonight with this and any other changes there since last release. I forgot about it yesterday, sorry.",COMMENT,7,en,,0.23307489290747513,,"{tonight=1, release=1, changes=1}","{tonight=0.46515729005068285, release=0.46515729005068285, changes=0.46515729005068285}",dfe04e35-64d1-4b1f-ba3a-6d08ad78f3f8,[watermark@germanfr] Updated fr.po - French translation,10391266,33965039,2019-10-15T09:27:50.000+02:00,2019-10-19T19:05:08.000+02:00
,closed,0.1233658427479667,6.85369781169861,"presumed now included in the recent commit from author, so closing.",COMMENT,7,en,,0.2661366110908414,,"{closing=1, author=1}","{closing=0.1233658427479667, author=0.1233658427479667}",8095e7de-b222-4032-8200-9a3ad3eb1d46,[watermark@germanfr] Updated fr.po - French translation,6322481,33965039,2019-10-15T09:27:50.000+02:00,2019-10-19T19:05:08.000+02:00
,closed,0.43140380537770207,5.551411022517294,I close this PR. See #227.,COMMENT,7,en,,0.11014179731494582,,{},{},be7d9220-c607-4dbc-a21d-4c3878b2875b,[watermark@germanfr] Updated fr.po - French translation,33965039,33965039,2019-10-15T09:27:50.000+02:00,2019-10-19T19:05:08.000+02:00
,closed,0.9972810178752518,6.645120617655002,Updating to the latest version of Transparent panel resolved the problem,COMMENT,1,en,,0.3449665286072122,,"{problem=1, panel=1, version=1, transparent=1}","{problem=0.9972810178752518, panel=0.9972810178752518, version=0.9972810178752518, transparent=0.9972810178752518}",67e37464-0674-49a6-9a63-4c6e8f7b861b,Transparent Panels (transparent-panels@germanfr) will not load with Cinnamon 4.2.3,44762859,44762859,2019-08-29T03:41:45.000+02:00,2019-08-29T03:46:58.000+02:00
,closed,0.19006777881799541,5.502407418638666,Please can this be merged? People is complaining and leaving negative comments on the spices website because of this.,COMMENT,2,en,,0.2256711932828226,,"{website=1, comments=1, people=1, spices=1}","{comments=0.06747658722235023, spices website=0.06747658722235023, people=0.06747658722235023}",c4ae3e43-2ca8-4485-bc3d-91b185639b79,Update Transparent panels v4.0~20181106 (transparent-panels@germanfr),10391266,10391266,2019-07-10T18:33:11.000+02:00,2019-07-23T18:39:39.000+02:00
,closed,0.5417311994493202,6.757440518323269,CC @brownsr,COMMENT,2,en,,0.08346239889864049,,{},{},ebf1eee2-d4d4-4774-97b8-21885bfa86ad,Update Transparent panels v4.0~20181106 (transparent-panels@germanfr),10391266,10391266,2019-07-10T18:33:11.000+02:00,2019-07-23T18:39:39.000+02:00
,closed,0.19053594750367717,10.146132908755744,"This is my metadata.json: ``` {   &quot;description&quot;: &quot;Compiz shall live again!&quot;,   &quot;name&quot;: &quot;Wobbly Windows&quot;,   &quot;cinnamon-version&quot;: [     &quot;1.8&quot;,     &quot;1.9&quot;,     &quot;2.0&quot;,     &quot;2.1&quot;,     &quot;2.2&quot;,     &quot;4.0&quot;,     &quot;4.2&quot;   ],   &quot;uuid&quot;: &quot;wobbly-windows@mecheye.net&quot;,   &quot;last-edited&quot;: 1505211603 }  ```  After adding `CLUTTER_PAINT=continuous-redraw` to the `/etc/environment` file, reboot the computer.",COMMENT,2,fr,,0.3015576827950736,,"{metadata=1, cinnamon=1, description=1, paint=1, uuid=1, computer=1, file=1, windows@mecheye=1, etc=1, adding=1, continuous=1, json=1, net=1, live=1, reboot=1, clutter=1, last=1, edited=1, 1505211603=1, shall=1, windows=1, version=1, redraw=1, environment=1, name=1, quot=30, compiz=1, wobbly=2}","{metadata=0.4434093060580816, cinnamon=0.0018481831542739688, description=0.0018481831542739688, paint=0.17778366123576828, uuid=0.09178237708497075, computer=0.17778366123576828, file=0.17778366123576828, windows@mecheye=0.09178237708497075, etc=0.17778366123576828, adding=0.17778366123576828, continuous=0.17778366123576828, json=0.4434093060580816, net=0.09178237708497075, live=0.0018481831542739688, reboot=0.17778366123576828, clutter=0.17778366123576828, last=0.17778366123576828, edited=0.17778366123576828, 1505211603=0.17778366123576828, shall=0.0018481831542739688, windows=0.0018481831542739688, version=0.0018481831542739688, redraw=0.17778366123576828, environment=0.17778366123576828, name=0.0018481831542739688, quot=0.17778366123576828, compiz=0.0018481831542739688, wobbly=0.09178237708497075}",cdbe9159-5286-4514-ad69-1a2417c19c67,wobbly-windows@mecheye.net : doesn't work in Linux Mint 19.1,33965039,6375934,2019-07-02T18:07:25.000+02:00,2019-07-05T11:55:07.000+02:00
,closed,0.5236294069445259,6.461278955746188,@claudiux thanks a lot! I somehow thought restarting cinnamon only would do...,COMMENT,2,en,,0.33417428141562366,,"{thanks=1, lot=1, cinnamon=1}","{lot=0.861678114425291, thanks=0.861678114425291, cinnamon=0.1855806994637608}",da58aa49-6e73-4660-83dd-379c7386ff8d,wobbly-windows@mecheye.net : doesn't work in Linux Mint 19.1,6375934,6375934,2019-07-02T18:07:25.000+02:00,2019-07-05T11:55:07.000+02:00
,closed,0.5488227350571856,4.776094498658506,Nothing more to add.,COMMENT,2,en,,0.16154741474660345,,{nothing=1},{nothing=0.5488227350571856},aebb7408-8d75-42d7-9698-75562a386cfb,DesktopCube@yare: Button to access to the Cinnamon Settings Workspaces module.,33965039,33965039,2019-02-13T17:04:16.000+01:00,2019-02-16T01:14:44.000+01:00
,closed,,,Thank you @jaszhix !,COMMENT,2,unknown,,,,{},{},b67c3230-4636-4a64-a200-03fdd73d86dd,DesktopCube@yare: Button to access to the Cinnamon Settings Workspaces module.,33965039,33965039,2019-02-13T17:04:16.000+01:00,2019-02-16T01:14:44.000+01:00
,closed,0.4938157303165421,7.032057980320504,"Yes, it is. In System Settings: Workspaces -&gt; Settings. Check the first option &quot;Allow cycling through workspaces&quot;.",COMMENT,2,en,,0.2420810055967274,,"{workspaces&quot=1, settings=2, system=1, cycling=1, workspaces=1, option=1}","{workspaces&quot=0.4345933710207526, settings=0.5, system=0.5, cycling=0.4345933710207526, workspaces=0.5, option=0.4345933710207526}",d596fa17-07a5-4565-a698-35e1f941f51d,DesktopCube@yare: workspace 1--> 4 or 4-->1,33965039,9275768,2019-02-12T18:25:54.000+01:00,2019-02-16T04:18:04.000+01:00
