Name,UUID,Source,Target,Starttime,Endtime,Planned_Duration,Real_Duration,Status,Count_Subtasks,Count_Comments,Comment_Body,Edge_type
Underscores disappear when cursor travels past line containing them,4f1364dc-be9d-4835-86ff-5c6f7cc9ebe7,2231759,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,"If I supply the 64-bit debs built from git master, would you guys be willing to install and test them? I can't replicate the issue but xed has seen major work since the version released in Mint 18.1.",COMMENT
Underscores disappear when cursor travels past line containing them,eaeda3cb-97b9-40b7-80d7-2d54b0867456,1421711,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,"@JosephMcc sure, I can do that.",COMMENT
Underscores disappear when cursor travels past line containing them,ba4e637a-3266-434e-8294-337765501ba7,2231759,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,You can get them here: https://www.dropbox.com/s/1jphng4cwcjj4np/xed-debs.zip?dl=0,COMMENT
Underscores disappear when cursor travels past line containing them,c813e48b-fdb4-4ced-9ee2-00fbe3f9354e,1421711,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,"@JosephMcc I removed the existing packages, installed the 1.2.2 and common_1.2.2 you provided, and I'm still seeing the same issue.  To add a little more detail, as I type underscores they aren't visible.  When I hit enter to go to the next line, the underscores appear. When I hit enter again, they disappear.  After that, or if I open a file, when the cursor is above, on the same line as, or on the line immediately below the line that contains the underscores, the character is visible.  Anywhere below that, and they disappear.  If I use the mouse wheel to scroll further down the file then scroll back up the underscores reappear.  Using the arrow keys to go back up, the underscores disappear when the cursor is on the line below, and reappear when on the same line as them. FYI, I'm working on a 4k display - 3840x2160 - which mught explain the difference in the system default font between myself and dullroar",COMMENT
Underscores disappear when cursor travels past line containing them,a215e776-1735-4b34-b9e6-f1661e74395c,3743601,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,"@ziggurats description of the behavior mirrors my experience, too.",COMMENT
Underscores disappear when cursor travels past line containing them,0ffc7aff-dbb5-40be-a009-f6e950a6e6bd,2231759,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,@dullroar Are you running on a HiDPI display as well?,COMMENT
Underscores disappear when cursor travels past line containing them,75c8e8a1-f2a5-44b6-8a6b-31855d09fb07,3743601,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,Yes. HiDPI display (3200x1800) with User interface scaling set to Auto.,COMMENT
Underscores disappear when cursor travels past line containing them,726b1a5a-015f-4c22-917d-75f99b2a9ee0,2231759,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,Well that would likely explain my lack of ability to reproduce it :),COMMENT
Underscores disappear when cursor travels past line containing them,0cb14da1-aa3b-4ba2-927d-87da35f46ddb,2231759,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,I now have a HiDPI display for testing. I was trying to reproduce this under Xed 1.4.6 with various font sizes and still cannot seem to reproduce it.,COMMENT
Underscores disappear when cursor travels past line containing them,28b5691b-eff9-481d-8f09-a0591179d82d,13742679,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,"@dullroar  I am also facing the same issue. I am running xed version 1.4.4 on Linux Mint 18.2. To add a little more detail,  1. Underscores do not appear as you type them. 2. Visible underscores are not erased with Backspace key.(the cursor moves over it and the underscore stays there) 3. Hidden underscores reappear after saving the file with the keyboard shortcut.(indepndent of cursor position) 4. 1 and 2 do not occur if you have a &quot;\ (double quote and slash) on the same line with underscores.",COMMENT
Underscores disappear when cursor travels past line containing them,fa034b50-1769-4532-bd51-e278823b92ed,2692138,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,"I&acute;m seeing this bug as described in #184 (sorry for the dupe). I would like to add that I have a high resolution display (not sure if it's technically HiDPI or not), and I have my interface scaled by a factor of 1.2. ",COMMENT
Underscores disappear when cursor travels past line containing them,bfc54a77-0122-4c9a-af96-a960af1ad561,3743601,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,"I am no longer seeing this, as of:  - xed 1.4.6 - Linux Mint 18.2 Sonya with Cinnamon - Linux kernel 4.13.0-26  All else (machine, etc.) are the same. Can anyone else in the thread see if they are seeing it? I glanced at the commits between 1.4.4 and 1.4.6 and nothing leaped out at me. Something changed in Mint or Cinnamon? If someone else can confirm, we can close this.",COMMENT
Underscores disappear when cursor travels past line containing them,9e219b25-03dc-4bd1-bc74-0a7987f8f932,2692138,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,"Unfortunately the bug still exists in xed 1.6.3 with openSUSE Tumbleweed current. I just now opened a document to test. I replaced one of the X's with an underscore like this: ![screenshot from 2018-01-14 23-15-17](https://user-images.githubusercontent.com/2692138/34927094-a9769842-f981-11e7-9891-10dcced80b25.png)   But this is what I saw (edited in Gimp to reflect what I saw. As soon as I took a screenshot the underscore appeared again): ![see](https://user-images.githubusercontent.com/2692138/34927083-98f19d00-f981-11e7-8011-36a2dafabe90.png) ",COMMENT
Underscores disappear when cursor travels past line containing them,6a030841-47f5-4483-904b-f860a0154d69,1421711,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,"I'm still seeing it too, on the exact versions listed using the default system font (Monospace 10).  Changing it to 11 pt or another 10 pt font (Noto Mono Regular, for example) doesn't have the same problem.   On Sun, Jan 14, 2018 at 11:21 PM, geckolinux &lt;notifications@github.com&gt; wrote:  &gt; Unfortunately the bug still exists in xed 1.6.3 with openSUSE Tumbleweed &gt; current. I just now opened a document to test. I replaced one of the X's &gt; with an underscore like this: &gt; [image: see] &gt; &lt;https://user-images.githubusercontent.com/2692138/34927072-8ec25086-f981-11e7-9069-71c5bde4326b.png&gt; &gt; &gt; But this is what I saw (edited in Gimp to reflect what I saw. As soon as I &gt; took a screenshot the underscore appeared again): &gt; [image: see] &gt; &lt;https://user-images.githubusercontent.com/2692138/34927083-98f19d00-f981-11e7-8011-36a2dafabe90.png&gt; &gt; &gt; &mdash; &gt; You are receiving this because you were mentioned. &gt; Reply to this email directly, view it on GitHub &gt; &lt;https://github.com/linuxmint/xed/issues/39#issuecomment-357579756&gt;, or mute &gt; the thread &gt; &lt;https://github.com/notifications/unsubscribe-auth/ABWxj_mfZOuArWpjMNrdsNI2iAN-3Aqxks5tKtI5gaJpZM4KLgM-&gt; &gt; . &gt; ",COMMENT
Underscores disappear when cursor travels past line containing them,af4e5637-bd38-4ad9-a588-ee367c7a17e6,2692138,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,"@ziggurats Interesting, it does indeed have something to do with the font size. I also have configured a non-system font (DejaVu Sans Mono) in 14pt size, which exhibits this bug, but if I change it to 13pt or 15pt this bug goes away.",COMMENT
Underscores disappear when cursor travels past line containing them,be361c9b-063b-414d-a079-a4ae650e1f09,3743601,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,"And I just confirmed that I am set to &quot;Use the system fixed width font (Monospace 10)&quot; under Fonts &amp; Colors in Preferences, but I am no longer seeing the behavior. Weird.",COMMENT
Underscores disappear when cursor travels past line containing them,f979cac3-9803-4cbe-8446-af50d4d7564d,1421711,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,"I don't seem to have DejaVu Sans Mono installed.  The closest I have is DejaVu Sans Mono Bold, and with that font at 10 pt I see the underscores go to half height as I move down below the line, and they're restored as I go back up past them.  I also see the same thing @geckolinux is seeing with screenshots",COMMENT
Underscores disappear when cursor travels past line containing them,d5adf9d1-660c-48c5-9d0a-ccf1d71810e9,2692138,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,BTW I'm using a DPI scale factor of 1.2 in Cinnamon.,COMMENT
Underscores disappear when cursor travels past line containing them,d11a77fc-831e-4881-bfec-dc2c3c228d19,3743601,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,"And I am set to Auto, which is equivalent to Double (HiDPI), also in Cinnamon.",COMMENT
Underscores disappear when cursor travels past line containing them,6621cb60-05c1-4d38-9c43-5aa07dc46439,1421711,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,"I'm set to Normal, with a text scaling factor of 1.4",COMMENT
Underscores disappear when cursor travels past line containing them,ce897fc2-13d7-434e-8243-2c39bdf444c3,2231759,3743601,2016-09-30T22:55:06.000+02:00,2018-02-12T03:41:25.000+01:00,,,closed,,26,This seems to be down to certain combinations of fonts and scaling factors. Have any of you tried testing with the exact same settings in Gedit? In the end Xed doesn't handle these things directly. The issue lies either with the fonts or GtkTextView/SourceView and I don't believe are really fixable on our side.,COMMENT
xed-searchbar.h: Add a missing include,5e804388-d51d-4521-8d1d-6754a925df9b,1138515,2231759,2016-09-18T06:38:46.000+02:00,2016-09-18T15:58:04.000+02:00,,,closed,,1,"Sorry, shouldn't have happened. I'm messing with Eclipse at the same time and it's building &quot;partially&quot; to save time, so it actually ran my new code without recompiling the .h :)  I noticed it and added it to the next commit. ",COMMENT
Quick acess to text wrap controls,30a99a74-7c09-4b7a-9228-74e25b801b85,2231759,4997950,2016-09-17T01:57:02.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,2,"I would just put it in the &quot;View&quot; menu like some other text editors do. I do like having it in the prefs though so I can set the behavior I typically want. I would only use the menu to override that for a particular file. ",COMMENT
Quick acess to text wrap controls,0ab5f909-11b0-4c82-a706-53076b7610b4,23085967,4997950,2016-09-17T01:57:02.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,2,"Toggling text wrapping is a really useful feature that I use a lot and, at the moment, xed has me regressed to Edit &gt; Preferences &gt; Enable text wrapping checked/unchecked &gt; Close, i.e. 4 clicks!  I was previously using the one-click TextWrap py extension in Gedit but, of course, this won't work with xed.  I agree with JosephMcc that we wouldn't want to remove the default behavior from the prefs, however, putting it in the View menu is still 2 clicks and who's got that kind of time?  I'd like a visible icon like TextWrap py (single click for when you're on your pointing device) PLUS a keyboard shortcut for when you're typing (Ctrl+R maybe). ",COMMENT
File>Open: Cannot paste full path to file,919c9d0f-7ada-46ff-a133-89508bfc0768,2231759,7296506,2016-09-07T12:12:38.000+02:00,2016-09-07T21:16:24.000+02:00,,,closed,,10,"Just did a quick test. typed the following path in the terminal `/usr/share/cinnamon/js/ui/windowManager.js`. I highlighted the text, in xed used File-&gt;Open to bring up the dialog. Middle click pasted in the file open dialog that popped up and worked fine. ",COMMENT
File>Open: Cannot paste full path to file,a44deb6b-6f72-4b02-b1e1-3af02f6eabcc,7296506,7296506,2016-09-07T12:12:38.000+02:00,2016-09-07T21:16:24.000+02:00,,,closed,,10,"Thanks for the prompt reply. But I'm not following. Where in the File-&gt;Open dialog do you paste?   Middle click doesn't paste here (Mint 18) so not sure how that works at your end. But CTRL+V sure does and I don't see anywhere on the File-&gt;Open dialog to paste.  I'll post a screenshot if it helps, but conversely I think it would help me if you posted one of what you were seeing. There is no box to type in on my dialog, it's akin to a type of open dialog rarely seen on Windows that pains me there, where you can only open a file by navigating to it in the dialog box. ",COMMENT
File>Open: Cannot paste full path to file,e116960e-f334-4e8b-ac59-fe49b71a5ad9,2231759,7296506,2016-09-07T12:12:38.000+02:00,2016-09-07T21:16:24.000+02:00,,,closed,,10,"Ah, you can use Ctrl + L over the pathbar at the top of the file chooser dialog. This will change the pathbar to an input entry, the same as in Nemo. I know not the most intuitive but that is not our doing. That is just the way it works in a GtkFileChooser dialog now. You would see the same in gedit. ",COMMENT
File>Open: Cannot paste full path to file,c85e9fc9-7f62-4f98-ba90-e8c644d02644,7296506,7296506,2016-09-07T12:12:38.000+02:00,2016-09-07T21:16:24.000+02:00,,,closed,,10,"Thanks enormously Joseph! Indeed, seems you're right! I was using Mint 17.3 and gedit there used a more customary open dialog where to the left of the navigation breadcrumbs was a button I could click to enter the path.   Methinks this is a rather nasty bug in the GtkFileChooser alas, but not an issue with xed as you note because indeed I tried gedit and the latest build on Mint 18 that is packaged is the same and it was not the transition from gedit to xed that caused it but an upgrade in GTK it seems.   So this can close.  ",COMMENT
File>Open: Cannot paste full path to file,145b6206-74ff-4ee3-9595-71611dced023,7296506,7296506,2016-09-07T12:12:38.000+02:00,2016-09-07T21:16:24.000+02:00,,,closed,,10,"Turns out typing / on the breadcrumbs works too and I'm not the first to struggle with this:  https://bugzilla.gnome.org/show_bug.cgi?id=759073 ",COMMENT
File>Open: Cannot paste full path to file,52cb5d70-b65b-4b0c-b3ac-3e49528ecf2c,2231759,7296506,2016-09-07T12:12:38.000+02:00,2016-09-07T21:16:24.000+02:00,,,closed,,10,"&gt; Turns out typing / on the breadcrumbs works too  Learn something new every day. ",COMMENT
File>Open: Cannot paste full path to file,8402bca1-3c47-46ad-abaf-3df185d83ec1,6215449,7296506,2016-09-07T12:12:38.000+02:00,2016-09-07T21:16:24.000+02:00,,,closed,,10,"I also ran into this problem, the workaround is not intuitive and not discoverable. Why is this bug marked closed? If this change was the result of an intentional GNOME developer design choice, how can we ever expect this to get fixed? The problem persists after 2 years after first reported...  I request to re-open ticket!",COMMENT
File>Open: Cannot paste full path to file,a9f9bf90-1d78-472b-99b3-66f9126baa88,2231759,7296506,2016-09-07T12:12:38.000+02:00,2016-09-07T21:16:24.000+02:00,,,closed,,10,It's not going to reopened here. This isn't our doing or under our control. The issue needs to be raised upstream with Gtk.,COMMENT
File>Open: Cannot paste full path to file,0bc1afbc-143c-4f8a-9fb9-c06e5c7e8b36,6215449,7296506,2016-09-07T12:12:38.000+02:00,2016-09-07T21:16:24.000+02:00,,,closed,,10,"Ok. I would like to suggest adding a label for issues caused by upstream bugs, such as this one, for clarity and guidance. I would suggest &quot;pending upstream&quot;, or some such, if a label for this purpose does not yet exist.",COMMENT
File>Open: Cannot paste full path to file,ce4822c2-50e4-468a-a0e3-35b0f92e9170,6215449,7296506,2016-09-07T12:12:38.000+02:00,2016-09-07T21:16:24.000+02:00,,,closed,,10,Just a heads-up: Still a major issue in Linux Mint 19.,COMMENT
Allow mousewheel to scroll through open document tabs,dff56f4a-28e0-416c-893f-bbc4cc3cefde,1101856,3487071,2016-08-16T21:23:10.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,6,"While not mentioned by @calexil , the tab interface becomes very prohibitive if more files are open than the tab widget can display.  Allowing the mousewheel to cycle through document tabs would be a familiar interface paradigm (e.g. see Chromium Browser) and would avoid ugly interface scenarios such as clicking `[&gt;]` potentially dozens of times. ",COMMENT
Allow mousewheel to scroll through open document tabs,58bf0751-7d0a-4bd7-8b63-fcfe70b0b942,3487071,3487071,2016-08-16T21:23:10.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,6,"@Shmoopty exactly, I regularly have 8+ items open in xed and clicking the &gt; over and over is getting tiresome ",COMMENT
Allow mousewheel to scroll through open document tabs,85ae9018-1f5e-460b-9ea7-012d8e4354a6,3487071,3487071,2016-08-16T21:23:10.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,6,"Bumping this request, the required bits can be found in pluma, as it had this feature from day one",COMMENT
Allow mousewheel to scroll through open document tabs,b9c7a812-b856-4e8f-8208-3f8a7738febb,3487071,3487071,2016-08-16T21:23:10.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,6,"any one who can point me in the right direction in pluma, Ill try and get this working",COMMENT
Allow mousewheel to scroll through open document tabs,d11da0f5-4ce7-41b0-b585-f9522d9d1a31,2231759,3487071,2016-08-16T21:23:10.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,6,It's implemented as part of this PR: https://github.com/linuxmint/xed/pull/68 This is a feature that I think died with the port to gtk3. It use to be a built in ability of GtkNotebook but isn't any longer.,COMMENT
Allow mousewheel to scroll through open document tabs,64d587b9-a054-44d2-b1d2-b4103a580261,2142748,3487071,2016-08-16T21:23:10.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,6,is this feature impossible in gtk3?,COMMENT
Xed randomely crashes while typing Malayalam Language,5d0d2aaf-4542-4edd-b727-521d7cacaf09,1138515,246421,2016-08-02T07:11:13.000+02:00,2018-02-12T03:44:03.000+01:00,,,closed,,4,"Can you produce a core dump or a trace? ",COMMENT
Xed randomely crashes while typing Malayalam Language,b27bdd5a-b27c-47fc-ada1-a1127f68d898,246421,246421,2016-08-02T07:11:13.000+02:00,2018-02-12T03:44:03.000+01:00,,,closed,,4," I tried `xed &amp;&gt;log.txt`, typed some 40 lines, played a little bit (copy pasting, spacing, tabing), when I tried to open a new tab, xed crashed. But 'log.txt' didn't trace anything. When I checked ~/.xsession-errors, I saw many occurrence of this error:  &gt; (xed:3962): Pango-CRITICAL **: pango_layout_get_cursor_pos: assertion 'index &gt;= 0 &amp;&amp; index &lt;= layout-&gt;length' failed   I think it is possible to make xed crash by typing (or typing more :-().  Could you give specific commands. ",COMMENT
Xed randomely crashes while typing Malayalam Language,085a160a-0e68-4873-bbb8-d88029b9c96d,246421,246421,2016-08-02T07:11:13.000+02:00,2018-02-12T03:44:03.000+01:00,,,closed,,4,"[output of xed &amp;&gt;log.txt](https://github.com/linuxmint/xed/files/424103/log.txt)  &gt; ** &gt; Gtk:ERROR:/build/gtk+3.0-6ZPWga/gtk+3.0-3.18.9/./gtk/gtktextsegment.c:195:_gtk_char_segment_new: assertion failed: (gtk_text_byte_begins_utf8_char (text))  This is new. ",COMMENT
Xed randomely crashes while typing Malayalam Language,09efc5d5-f22a-41c7-a921-572035711930,2231759,246421,2016-08-02T07:11:13.000+02:00,2018-02-12T03:44:03.000+01:00,,,closed,,4,Make sure you have the xed-dbg package installed and try running xed with gdb. If you can reproduce the crash it might give enough info to try and fix this. I'm closing this until we can get some more info.,COMMENT
Files can be categorised as sub-item under folder name in Side-pane.,47437110-5e19-4873-9ae2-87d623e8914b,2231759,7684338,2016-07-30T02:44:00.000+02:00,2018-01-28T10:18:13.000+01:00,,,closed,,1,We don't currently have plans to implement this sort of functionality.,COMMENT
Cannot load large files,693a7c59-3bfd-4fe6-942d-525d7d9dd27b,17322130,3799212,2016-07-25T15:29:52.000+02:00,2017-02-10T11:40:52.000+01:00,,,closed,,10,"I confirm partially.  xed needs more than a minute to load the file, whereas in gedit2 the file gets loaded in between of about 10 seconds.  Furthermore gedit2 shows in this case a progress indicator, whereas xed shows nothing.  Another note: If I close xed with this file opened (without having done any changes in the file), xed needs more than 30 seconds to close, sometimes it does not close at all, but a dialog appears which offers to force quit. gedit2 closes at once, when quitting with this file opened.  Test system for xed: LM 18 C 64 ",COMMENT
Cannot load large files,ebff73b9-4f13-4482-b883-c8c9ff1986ff,12819058,3799212,2016-07-25T15:29:52.000+02:00,2017-02-10T11:40:52.000+01:00,,,closed,,10,"Tried to open the file posted by @mcarans. After approx 4 minutes of waiting the following dialog window appeared:  ![untitled](https://cloud.githubusercontent.com/assets/12819058/18845283/2e328b16-8432-11e6-84d1-75259098fa64.png) ",COMMENT
Cannot load large files,c9d041e7-188f-44df-a0dc-10cb3c389ef5,3409735,3799212,2016-07-25T15:29:52.000+02:00,2017-02-10T11:40:52.000+01:00,,,closed,,10,"+1 ",COMMENT
Cannot load large files,52e95bc7-0af4-4979-be86-c23005c56db3,2231759,3799212,2016-07-25T15:29:52.000+02:00,2017-02-10T11:40:52.000+01:00,,,closed,,10,So the file loads for me but it took forever and pushed xed up to 4gb of memory usage. I had the same issue as you guys trying to close it.,COMMENT
Cannot load large files,ef60d79a-737a-42e9-af07-4f5bfa1f6f06,2231759,3799212,2016-07-25T15:29:52.000+02:00,2017-02-10T11:40:52.000+01:00,,,closed,,10,"The issue with opening large files is fixed now in git master. This particular file still has an issue when you first load it. It contains thousands of strings and the first time you open it, it will be recognized as a .csv and the string will be highlighted. This causes memory use issues but I don't think it's on our side. I can reproduce the same issue in gedit and it looks like a problem in GtkSourceView.  Since the loading is async and won't block the interface you can simply change it's type to plain text  while it's loading as a workaround which will get around the issue.",COMMENT
Cannot load large files,0d4a6ede-ed88-49eb-b475-0e22c232ef66,3799212,3799212,2016-07-25T15:29:52.000+02:00,2017-02-10T11:40:52.000+01:00,,,closed,,10,@JosephMcc  Does the particular file cause issues on both GEdit 2 and GEdit 3 for you?,COMMENT
Cannot load large files,b4ce3e85-a284-4a04-b5b5-dd916373539a,2231759,3799212,2016-07-25T15:29:52.000+02:00,2017-02-10T11:40:52.000+01:00,,,closed,,10,Only tested on Gedit 3.18. It's hard to compare version2 vs. 3 because of changes in the underlying version of libraries like gtk involved.,COMMENT
Cannot load large files,2d83d70d-6ada-4be5-b7aa-4c523e56cf51,3799212,3799212,2016-07-25T15:29:52.000+02:00,2017-02-10T11:40:52.000+01:00,,,closed,,10,@JosephMcc For me it loaded in GEdit 3. Does the file eventually load on GEdit 3 for you or does it fail or hang? This is not clear from your comment from 2 hours ago. Is the behaviour exactly the same with Xed?  Thanks for looking at this issue.,COMMENT
Cannot load large files,ae83ed42-1430-49ff-8bfe-b1ad59f15b3c,2231759,3799212,2016-07-25T15:29:52.000+02:00,2017-02-10T11:40:52.000+01:00,,,closed,,10,Yes the file loads fine now in xed. If you open system monitor with the file open and the syntax highlighting enabled you will notice it using large amounts of memory. I can reproduce the same issue in Gedit3.18. Setting it to &quot;Plain text&quot; solves the issue in both Xed and Gedit.  Since the file is all strings it essentially highlights the entire file and that seems to be what causes the issue.,COMMENT
Cannot load large files,a990efbb-deed-42a9-b1f2-7d7b81fbee19,3799212,3799212,2016-07-25T15:29:52.000+02:00,2017-02-10T11:40:52.000+01:00,,,closed,,10,"Great, thanks a lot!",COMMENT
Bottom panel,e080c41c-9cbd-438e-8423-bc40065de50a,2231759,11165995,2016-07-25T03:11:31.000+02:00,2016-12-30T12:22:45.000+01:00,,,closed,,3,"Yeah, right now there is an entry for &quot;Bottom Pane&quot; in the view menu but it cannot be selected. ",COMMENT
Bottom panel,28bc5cc3-cdda-4f5b-9444-09309fd60451,17322130,11165995,2016-07-25T03:11:31.000+02:00,2016-12-30T12:22:45.000+01:00,,,closed,,3,"In gedit 2.30.4 (as installed in the Cinnamon edition of LM 17.x) the bottom pane switch does exist in the view menu, but it is only selectable, if the pythonconsole plugin is activated. This plugin does not exist in xed (as some others also). ",COMMENT
Bottom panel,f4bf423d-c368-4817-b069-e154a959faae,2231759,11165995,2016-07-25T03:11:31.000+02:00,2016-12-30T12:22:45.000+01:00,,,closed,,3,I'm closing this since Xed actually does have this bottom pane. It just isn't being used by any of our current plugins.,COMMENT
Segfault when removing color scheme,3a4b0186-d52f-45e4-a992-e2bcd8afef7e,2231759,1450212,2016-07-15T05:36:25.000+02:00,2017-02-16T01:03:26.000+01:00,,,closed,,1,I can reproduce this on the latest git master.,COMMENT
Xed does not remember window size or position,2886e2dc-3f69-493c-a4bf-0fd154066eed,2231759,3487071,2016-07-14T23:43:25.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,17,"Under Cinnamon it seems to remember it's size just fine. ",COMMENT
Xed does not remember window size or position,d50f193a-6a62-4d31-be85-778511c062c1,12819058,3487071,2016-07-14T23:43:25.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,17,"Can't reproduce the issue in Cinnamon 3.0.7. It's working fine for me as well. ",COMMENT
Xed does not remember window size or position,0dec0130-8e06-4aea-b49d-370ecdc8bccf,3487071,3487071,2016-07-14T23:43:25.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,17,"As previously mentioned... this issue only happens on MATE ed as far as I can tell ",COMMENT
Xed does not remember window size or position,98cee50b-c9ca-4790-851d-84ddc990c7be,2231759,3487071,2016-07-14T23:43:25.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,17,"Does it happen if you switch to one of the other compositors? Like metacity, marco, or compiz? In Cinnamon you have controls for default window placement. I have mine set to center and the window always opens in the center but the previous size is remembered. ",COMMENT
Xed does not remember window size or position,896e4fe2-6ead-403a-aebe-00ac2f47b436,3487071,3487071,2016-07-14T23:43:25.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,17,"it happens regardless of compositor and window manager  ",COMMENT
Xed does not remember window size or position,d39239da-b35c-48a1-8bad-bb666bcfac1d,2231759,3487071,2016-07-14T23:43:25.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,17,"Just did a bit more playing around. In Cinnamon at least, xed respects the placement I set for all windows in Cinnamon. I don't think it does anything to remember it's previous placement. Not sure why the size isn't saved/remembered under Mate. ",COMMENT
Xed does not remember window size or position,afb7d29f-04dc-4652-9b63-93443466d136,6191811,3487071,2016-07-14T23:43:25.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,17,Having the same problem on Linux Mint 18 Mate with compiz.,COMMENT
Xed does not remember window size or position,7a763fb3-2ce6-4494-81e4-065323723514,2231759,3487071,2016-07-14T23:43:25.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,17,"Could one of you having this issue try running xed from the terminal? When you close the window, do you get a warning about writing the state file?",COMMENT
Xed does not remember window size or position,f2b4579f-5555-44f0-931a-4ad7e6a955c8,3487071,3487071,2016-07-14T23:43:25.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,17,"@JosephMcc I can give you a more detailed explanation actually. I was able to overcome the dimensions by forcing the config file to include my desired dimensions in xed.ini. but that still leaves the position and last active monitor issue.   I noticed something interesting, If my mouse is hovered on my primary monitor the xed opens with the right dimensions, but is centered and never remembers its last position...however, if I have my mouse on my secondary monitor(which is where I always have xed open) it opens in the right position every time.",COMMENT
Xed does not remember window size or position,9e8bed10-a92a-41c3-8414-cd72f0b546a5,3487071,3487071,2016-07-14T23:43:25.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,17,"also @JosephMcc I ran xed from terminal as you asked, and no errors were thrown regarding a state file",COMMENT
Xed does not remember window size or position,737e64cd-b081-434d-a3fa-f79aa67c8fbb,2231759,3487071,2016-07-14T23:43:25.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,17,"I don't think it tries to remember location, only size and state. Placement is often handled by the window manager. In Cinnamon, for example, I have things to set to open in the center of the monitor. This works by opening it in the center of the monitor the mouse is currently on. I'm not sure we should be override the settings set for the WM in specific apps. This leads to inconsistent behavior, IMO.",COMMENT
Xed does not remember window size or position,3ad2bc05-0929-4870-b0f8-010fa2971a33,3487071,3487071,2016-07-14T23:43:25.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,17,"it used to remember it's position, now it does not. thats the point of the bug report, something regressed",COMMENT
Xed does not remember window size or position,2cc92461-3cc2-493d-9614-200334435289,2231759,3487071,2016-07-14T23:43:25.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,17,It remembered its position when? You listed the problem in Mint 18 which was the first shipped with xed.,COMMENT
Xed does not remember window size or position,75b2f202-9373-4e06-b715-eb920496c359,3487071,3487071,2016-07-14T23:43:25.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,17,"well, before it was xed I suppose, back in 17.3 or mayba when xed was first released, I dont really remember exactly",COMMENT
Xed does not remember window size or position,fb75ffe0-4e4d-4c42-b0b7-855f4ddd6da1,2231759,3487071,2016-07-14T23:43:25.000+02:00,2017-02-10T11:33:38.000+01:00,,,closed,,17,Well pluma was given special treatment in Mate. That isn't going to happen in Xed since it's cross DE and that stuff was removed.,COMMENT
